Speed,Commande,Error,IntErr,kp,ki,kd,time,filter_type,current,voltage,Servo
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,529500,1,-0.22583,15.510571,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,529600,1,1.731935,15.513257,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,529700,1,5.719972,15.477002,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,529800,1,0.825562,15.483716,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,529900,1,-0.15332,15.497144,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530000,1,1.13977,15.503858,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530100,1,0.293822,15.513257,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530200,1,1.417725,15.486402,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530301,1,-0.987182,15.501172,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530401,1,4.982789,15.519971,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530501,1,1.538575,15.447461,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530601,1,0.281739,15.523999,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530700,1,4.583983,15.495801,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530800,1,0.668457,15.511914,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,530900,1,3.822632,15.482373,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531000,1,0.136719,15.507886,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531100,1,-1.531005,15.510571,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531200,1,0.511353,15.511914,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531301,1,0.378418,15.513257,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531400,1,0.958495,15.494458,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531500,1,0.390503,15.525342,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531600,1,3.895142,15.507886,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531700,1,6.565919,15.491773,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531800,1,1.538575,15.491773,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,531900,1,1.574829,15.489087,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532001,1,0.342164,15.510571,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532100,1,0.620117,15.486402,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532200,1,0.330079,15.518628,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532300,1,1.176026,15.5052,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532400,1,-1.603515,15.507886,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532500,1,4.318116,15.509229,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532600,1,-1.240966,15.515943,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532700,1,0.632203,15.49043,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532800,1,1.635253,15.502515,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,532900,1,1.538575,15.487744,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533000,1,5.877075,15.507886,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533100,1,3.943481,15.493115,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533200,1,-1.615601,15.507886,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533300,1,0.837646,15.494458,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533400,1,1.429811,15.482373,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533500,1,-1.216798,15.5052,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533600,1,1.562743,15.494458,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533700,1,-0.745482,15.49043,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533801,1,0.076294,15.503858,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,533900,1,-0.733399,15.542798,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534001,1,0.426757,15.485059,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534101,1,3.266723,15.495801,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534200,1,-0.600464,15.507886,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534300,1,5.091553,15.498487,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534400,1,0.680542,15.470288,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534500,1,0.475097,15.541455,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534600,1,0.269654,15.528028,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534700,1,0.849731,15.506543,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534801,1,1.538575,15.52937,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,534900,1,0.450928,15.499829,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535001,1,0.281739,15.499829,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535100,1,3.339233,15.493115,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535200,1,-0.793824,15.506543,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535300,1,-0.914674,15.507886,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535400,1,3.496337,15.503858,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535501,1,1.876953,15.483716,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535600,1,1.538575,15.475659,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535700,1,1.623168,15.478345,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535800,1,4.173095,15.506543,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,535900,1,0.052123,15.497144,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536000,1,0.233397,15.545484,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536100,1,0.475097,15.521314,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536200,1,4.487305,15.464917,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536300,1,0.366333,15.533399,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536400,1,0.885987,15.493115,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536500,1,1.828613,15.521314,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536600,1,0.378418,15.530713,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536700,1,3.254638,15.5052,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536800,1,1.40564,15.499829,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,536900,1,1.417725,15.479688,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537000,1,1.55066,15.495801,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537100,1,3.375487,15.49043,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537200,1,4.982789,15.491773,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537300,1,1.224365,15.495801,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537400,1,-0.431275,15.517285,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537500,1,1.006837,15.468946,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537600,1,1.13977,15.501172,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537700,1,0.197144,15.515943,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537800,1,0.402589,15.5052,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,537900,1,4.209352,15.494458,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538000,1,1.345215,15.479688,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538100,1,6.348388,15.501172,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538200,1,-1.035523,15.509229,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538301,1,4.475219,15.499829,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538400,1,6.517577,15.495801,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538501,1,0.910156,15.495801,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538601,1,0.426757,15.511914,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538700,1,0.753052,15.522656,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538800,1,0.813477,15.497144,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,538900,1,-0.262084,15.493115,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539000,1,1.490235,15.485059,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539100,1,-0.092895,15.499829,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539201,1,3.254638,15.497144,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539300,1,0.257568,15.546826,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539401,1,1.731935,15.498487,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539501,1,5.006957,15.499829,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539600,1,-1.80896,15.493115,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539700,1,0.378418,15.536084,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539800,1,1.731935,15.498487,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,539900,1,0.366333,15.517285,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540000,1,0.330079,15.530713,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540100,1,3.738036,15.46626,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540200,1,-1.337647,15.521314,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540300,1,1.151855,15.477002,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540400,1,0.305908,15.519971,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540500,1,-1.434326,15.499829,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540600,1,2.106566,15.497144,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540700,1,-1.555176,15.502515,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540800,1,2.384522,15.509229,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,540900,1,-1.277223,15.509229,50.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541000,1,3.580933,15.528028,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541100,1,1.031005,15.489087,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541200,1,2.444947,15.483716,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541300,1,1.490235,15.497144,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541400,1,-1.011353,15.5146,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541500,1,1.623168,15.485059,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541600,1,0.595946,15.506543,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541700,1,0.281739,15.517285,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541800,1,0.632203,15.5146,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,541900,1,-1.047606,15.498487,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542000,1,1.308961,15.460889,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542100,1,4.741089,15.477002,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542200,1,2.783325,15.515943,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542300,1,1.417725,15.446118,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542400,1,0.245483,15.522656,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542500,1,1.623168,15.491773,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542601,1,0.293822,15.522656,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542701,1,0.620117,15.519971,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542802,1,0.233397,15.513257,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,542900,1,1.586914,15.507886,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543001,1,1.13977,15.519971,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543100,1,-1.108031,15.545484,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543200,1,1.453979,15.482373,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543300,1,0.595946,15.509229,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543400,1,1.429811,15.475659,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543500,1,5.611205,15.515943,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543600,1,0.402589,15.506543,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543700,1,0.330079,15.511914,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543800,1,3.568847,15.501172,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,543900,1,1.67151,15.498487,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544000,1,0.595946,15.495801,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544100,1,3.10962,15.502515,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544200,1,4.35437,15.494458,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544300,1,-1.506836,15.502515,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544400,1,3.06128,15.497144,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544500,1,4.511476,15.498487,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544600,1,0.378418,15.528028,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544700,1,-1.531005,15.502515,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544800,1,0.330079,15.511914,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,544900,1,1.828613,15.503858,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545000,1,4.42688,15.497144,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545100,1,1.840699,15.48103,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545200,1,0.281739,15.517285,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545300,1,3.06128,15.475659,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545400,1,-1.385987,15.495801,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545500,1,0.378418,15.5146,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545600,1,3.133788,15.497144,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545700,1,0.765138,15.483716,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545800,1,-1.8573,15.491773,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,545900,1,1.224365,15.486402,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546000,1,4.837768,15.46626,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546100,1,1.272705,15.470288,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546200,1,1.200194,15.497144,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546300,1,0.958495,15.494458,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546400,1,0.293822,15.521314,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546500,1,0.982666,15.479688,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546600,1,4.173095,15.494458,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546700,1,3.713868,15.479688,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546800,1,3.411744,15.497144,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,546900,1,0.245483,15.511914,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547000,1,1.985717,15.485059,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547101,1,5.284913,15.483716,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547201,1,-1.132202,15.495801,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547300,1,0.499268,15.510571,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547400,1,0.414672,15.545484,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547500,1,1.236451,15.489087,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547600,1,4.402709,15.485059,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547700,1,4.209352,15.486402,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547800,1,4.342284,15.494458,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,547901,1,0.910156,15.518628,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,548001,1,-1.035523,15.498487,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,548101,1,-1.132202,15.513257,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,548200,1,1.562743,15.498487,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,548300,1,-0.237916,15.515943,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,548400,1,1.961548,15.506543,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,548500,1,1.188111,15.49043,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,548600,1,1.889038,15.48103,43.0
0.0,0.071,0.0,-0.030312,10.0,0.0,0.0,548700,1,2.046142,15.493115,43.0
