Speed,Commande,Error,IntErr,kp,ki,kd,time,current,voltage,Servo
5.0,0.0,-5.688,16.299,1.25,2.5,0.8,1424600,6.663,15.404,36.602
3.0,0.0,-3.781,15.921,1.25,2.5,0.8,1424700,2.675,15.38,42.627
0.0,0.0,-0.087,15.912,1.25,2.5,0.8,1424800,0.33,15.427,43.589
-1.0,0.0,1.625,16.075,1.25,2.5,0.8,1424900,2.385,15.388,40.727
0.0,0.0,0.8,16.155,1.25,2.5,0.8,1425000,11.037,15.357,35.032
2.0,0.0,-2.05,15.95,1.25,2.5,0.8,1425100,2.542,15.43,39.847
0.0,0.0,-0.725,15.877,1.25,2.5,0.8,1425200,0.584,15.378,46.685
-2.0,0.0,2.787,16.156,1.25,2.5,0.8,1425300,6.034,15.411,46.426
-3.0,0.0,3.594,16.516,1.25,2.5,0.8,1425400,2.82,15.403,42.798
-1.0,0.0,1.906,16.706,1.25,2.5,0.8,1425500,2.953,15.394,44.812
-1.0,0.0,1.987,16.905,1.25,2.5,0.8,1425600,5.792,15.359,48.492
-3.0,0.0,3.4,17.245,1.25,2.5,0.8,1425700,8.56,15.427,55.414
-6.0,0.0,6.531,17.898,1.25,2.5,0.8,1425800,-0.927,15.367,50.647
-4.0,0.0,4.838,18.382,1.25,2.5,0.8,1425900,2.227,15.422,40.072
0.0,0.0,-0.875,18.294,1.25,2.5,0.8,1426000,-1.096,15.409,36.747
4.0,0.0,-4.213,17.873,1.25,2.5,0.8,1426100,6.928,15.376,44.919
1.0,0.0,-1.362,17.737,1.25,2.5,0.8,1426200,0.415,15.418,49.026
-1.0,0.0,1.562,17.893,1.25,2.5,0.8,1426300,6.228,15.376,42.405
0.0,0.0,-0.469,17.846,1.25,2.5,0.8,1426400,-0.214,15.421,30.544
6.0,0.0,-6.281,17.218,1.25,2.5,0.8,1426500,-1.011,15.434,34.644
5.0,0.0,-5.838,16.634,1.25,2.5,0.8,1426600,-1.35,15.388,47.622
0.0,0.0,0.594,16.694,1.25,2.5,0.8,1426700,5.792,15.437,55.203
-6.0,0.0,6.062,17.3,1.25,2.5,0.8,1426800,-0.165,15.4,100.0
-5.0,180.0,185.462,35.846,1.25,2.5,0.8,1426900,0.717,15.423,100.0
3.0,180.0,176.5,40.0,1.25,2.5,0.8,1427000,-2.897,15.379,100.0
36.0,180.0,143.275,40.0,1.25,2.5,0.8,1427100,2.167,15.429,100.0
74.0,180.0,105.812,40.0,1.25,2.5,0.8,1427200,-3.67,15.425,100.0
112.0,180.0,67.675,40.0,1.25,2.5,0.8,1427300,2.554,15.395,100.0
150.0,180.0,29.85,40.0,1.25,2.5,0.8,1427400,1.804,15.321,63.642
185.0,180.0,-5.425,39.458,1.25,2.5,0.8,1427500,4.947,15.439,20.96
215.0,180.0,-35.663,35.891,1.25,2.5,0.8,1427600,-0.141,15.411,20.091
222.0,180.0,-42.681,31.623,1.25,2.5,0.8,1427700,1.962,15.372,60.777
202.0,180.0,-22.794,29.344,1.25,2.5,0.8,1427800,-1.084,15.388,85.715
182.0,180.0,-2.556,29.088,1.25,2.5,0.8,1427900,-2.655,15.391,68.21
182.0,180.0,-2.85,28.803,1.25,2.5,0.8,1428000,5.309,15.366,32.169
198.0,180.0,-18.312,26.972,1.25,2.5,0.8,1428100,-0.25,15.486,17.536
208.0,180.0,-28.062,24.166,1.25,2.5,0.8,1428200,0.451,15.398,53.137
192.0,180.0,-12.925,22.873,1.25,2.5,0.8,1428300,0.765,15.406,83.666
172.0,180.0,7.019,23.575,1.25,2.5,0.8,1428400,1.188,15.363,69.653
172.0,180.0,7.1,24.285,1.25,2.5,0.8,1428500,1.031,15.375,31.443
190.0,180.0,-10.256,23.259,1.25,2.5,0.8,1428600,1.333,15.36,20.21
200.0,180.0,-20.062,21.253,1.25,2.5,0.8,1428700,2.65,15.394,61.147
183.0,180.0,-3.494,20.904,1.25,2.5,0.8,1428800,6.252,15.37,95.937
162.0,180.0,17.775,22.681,1.25,2.5,0.8,1428900,1.865,15.394,84.631
161.0,180.0,18.325,24.514,1.25,2.5,0.8,1429000,2.022,15.336,37.798
183.0,180.0,-3.837,24.13,1.25,2.5,0.8,1429100,0.922,15.395,21.478
198.0,180.0,-18.225,22.308,1.25,2.5,0.8,1429200,-0.129,15.395,53.214
187.0,180.0,-7.45,21.563,1.25,2.5,0.8,1429300,-0.069,15.433,91.621
166.0,180.0,13.806,22.943,1.25,2.5,0.8,1429400,9.007,15.357,96.812
158.0,180.0,21.956,25.139,1.25,2.5,0.8,1429500,-2.752,15.402,61.425
172.0,180.0,7.019,25.841,1.25,2.5,0.8,1429600,0.995,15.404,35.44
190.0,180.0,-10.238,24.817,1.25,2.5,0.8,1429700,-1.809,15.411,45.507
190.0,180.0,-10.75,23.742,1.25,2.5,0.8,1429800,1.829,15.403,87.002
171.0,180.0,8.281,24.57,1.25,2.5,0.8,1429900,-0.274,15.445,100.0
158.0,180.0,21.969,26.767,1.25,2.5,0.8,1430000,3.871,15.329,69.683
171.0,180.0,8.844,27.651,1.25,2.5,0.8,1430100,9.176,15.398,36.839
190.0,180.0,-10.962,26.555,1.25,2.5,0.8,1430200,1.937,15.349,31.17
199.0,180.0,-19.125,24.643,1.25,2.5,0.8,1430300,-0.238,15.456,64.501
185.0,180.0,-5.394,24.103,1.25,2.5,0.8,1430400,0.62,15.38,88.119
169.0,180.0,10.238,25.127,1.25,2.5,0.8,1430500,-0.455,15.396,70.641
173.0,180.0,6.962,25.823,1.25,2.5,0.8,1430600,5.055,15.387,27.478
193.0,180.0,-13.7,24.453,1.25,2.5,0.8,1430700,-0.878,15.406,13.515
205.0,180.0,-25.469,21.906,1.25,2.5,0.8,1430800,4.971,15.333,50.099
190.0,180.0,-10.887,20.818,1.25,2.5,0.8,1430900,-3.549,15.417,82.288
170.0,180.0,9.363,21.754,1.25,2.5,0.8,1431000,-1.954,15.378,83.752
163.0,180.0,16.025,23.356,1.25,2.5,0.8,1431100,4.499,15.371,33.639
