Speed,Commande,Error,IntErr,kp,ki,kd,time,filter_type
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475400,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475425,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475450,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475475,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475500,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475525,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475550,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475575,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475600,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475625,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475650,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475675,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475700,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475725,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475750,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475775,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475800,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475825,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475850,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475875,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475900,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475925,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475950,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46475975,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476000,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476025,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476050,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476075,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476100,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476125,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476150,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476175,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476200,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476225,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476250,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476275,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476300,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476325,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476350,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476375,1
0.0,0.089204,4.0,0.04,0.0003,0.0001,0.0003,46476400,1
