Speed,Commande,Error,IntErr,kp,ki,kd,time,filter_type,current,voltage,Servo,setpoint
228.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,152200,1,2.287841,16.051708,50.0,0.0
224.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,152300,1,3.121705,16.094677,50.0,0.0
219.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,152400,1,-2.751586,16.074535,50.0,0.0
217.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,152500,1,-5.494874,16.100048,50.0,0.0
220.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,152600,1,-0.745482,16.09602,50.0,0.0
225.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,152700,1,15.436277,16.024853,50.0,0.0
229.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,152800,1,-3.089967,16.077221,50.0,0.0
233.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,152900,1,4.608154,16.067822,50.0,0.0
237.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153000,1,1.466064,16.057079,50.0,0.0
243.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153101,1,-4.87854,16.105419,50.0,0.0
255.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153200,1,5.236573,16.085278,50.0,0.0
259.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153301,1,1.308961,16.074535,50.0,0.0
258.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153400,1,3.423829,16.036938,50.0,0.0
256.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153500,1,10.989013,16.007397,50.0,0.0
258.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153600,1,4.729004,16.057079,50.0,0.0
256.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153700,1,3.387573,16.031567,50.0,0.0
255.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153800,1,3.230469,16.040966,50.0,0.0
256.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,153900,1,1.949463,16.042309,50.0,0.0
261.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154001,1,-5.277344,16.090649,50.0,0.0
261.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154101,1,10.348511,16.020824,50.0,0.0
263.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154200,1,5.454102,16.067822,50.0,0.0
272.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154301,1,-0.262084,16.121532,50.0,0.0
277.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154400,1,-0.576293,16.160473,50.0,0.0
277.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154500,1,0.789306,16.101391,50.0,0.0
279.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154600,1,5.139892,16.083935,50.0,0.0
281.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154701,1,1.260619,16.14436,50.0,0.0
280.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154800,1,0.813477,16.078564,50.0,0.0
280.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,154902,1,3.133788,16.024853,50.0,0.0
282.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155000,1,3.242555,16.018139,50.0,0.0
284.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155100,1,1.21228,16.058422,50.0,0.0
287.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155200,1,0.523438,16.057079,50.0,0.0
289.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155300,1,-5.096069,16.090649,50.0,0.0
287.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155400,1,0.571778,16.14436,50.0,0.0
284.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155500,1,2.904174,16.079906,50.0,0.0
286.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155600,1,15.968018,16.022167,50.0,0.0
289.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155700,1,8.100708,16.102734,50.0,0.0
290.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155800,1,14.11902,16.03828,50.0,0.0
293.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,155900,1,1.985717,16.042309,50.0,0.0
298.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156000,1,-4.842286,16.079906,50.0,0.0
300.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156100,1,3.786378,16.100048,50.0,0.0
307.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156200,1,0.438843,16.055737,50.0,0.0
311.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156300,1,1.574829,16.059765,50.0,0.0
308.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156400,1,8.306152,16.077221,50.0,0.0
309.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156500,1,3.266723,16.03828,50.0,0.0
309.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156600,1,0.547607,16.066479,50.0,0.0
308.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156700,1,-0.056641,16.156445,50.0,0.0
304.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156800,1,4.69275,16.078564,50.0,0.0
301.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,156900,1,2.892089,16.031567,50.0,0.0
299.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157000,1,-3.742554,16.069164,50.0,0.0
299.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157100,1,9.502563,16.012768,50.0,0.0
300.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157201,1,0.523438,16.06245,50.0,0.0
302.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157301,1,12.161255,16.015453,50.0,0.0
307.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157401,1,-0.189576,16.093334,50.0,0.0
310.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157501,1,1.889038,16.04768,50.0,0.0
309.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157601,1,2.807496,16.117504,50.0,0.0
308.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157700,1,2.674561,16.07185,50.0,0.0
313.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157800,1,3.194213,16.070507,50.0,0.0
313.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,157900,1,-0.745482,16.091991,50.0,0.0
314.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158001,1,2.638307,16.032909,50.0,0.0
313.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158101,1,6.191285,16.07185,50.0,0.0
313.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158201,1,-2.727418,16.091991,50.0,0.0
311.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158301,1,2.034059,16.08662,50.0,0.0
312.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158400,1,1.55066,16.097363,50.0,0.0
312.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158500,1,10.553956,16.010082,50.0,0.0
309.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158600,1,9.115844,16.031567,50.0,0.0
307.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158700,1,8.81372,16.012768,50.0,0.0
304.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158800,1,-2.570312,16.063793,50.0,0.0
302.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,158900,1,1.079345,16.089306,50.0,0.0
300.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,159000,1,2.444947,16.018139,50.0,0.0
296.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,159100,1,16.245972,16.034252,50.0,0.0
288.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,159200,1,-1.398072,16.090649,50.0,0.0
282.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,159300,1,-3.778808,16.104076,50.0,0.0
279.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,159400,1,3.049195,16.03828,50.0,0.0
276.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,159500,1,0.317993,16.079906,50.0,0.0
275.0,0.000978,-0.125,10.151881,0.0003,0.0001,0.0,159600,1,-4.552245,16.108105,50.0,0.0
