Speed,Commande,Error,IntErr,kp,ki,kd,time,filter_type,current,voltage,Servo,setpoint
211.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416100,1,-2.836182,15.68916,50.0,0.0
208.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416200,1,14.662843,15.644849,50.0,0.0
210.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416301,1,-2.824097,15.662305,50.0,0.0
211.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416400,1,13.7323,15.724072,50.0,0.0
210.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416500,1,19.79895,15.605908,50.0,0.0
210.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416600,1,21.913818,15.609937,50.0,0.0
216.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416700,1,18.626709,15.615308,50.0,0.0
225.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416800,1,-3.778808,15.709302,50.0,0.0
236.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,416900,1,21.696291,15.616651,50.0,0.0
243.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417000,1,3.423829,15.718701,50.0,0.0
251.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417100,1,12.209595,15.662305,50.0,0.0
261.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417200,1,4.342284,15.636792,50.0,0.0
266.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417300,1,-3.452516,15.714673,50.0,0.0
260.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417400,1,9.321289,15.718701,50.0,0.0
250.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417500,1,-7.041748,15.686475,50.0,0.0
242.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417600,1,4.136841,15.603223,50.0,0.0
231.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417700,1,1.586914,15.77107,50.0,0.0
229.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417800,1,6.807618,15.744214,50.0,0.0
233.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,417900,1,22.179689,15.628736,50.0,0.0
243.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418000,1,19.653931,15.685132,50.0,0.0
246.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418100,1,3.218384,15.663648,50.0,0.0
244.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418200,1,-1.132202,15.644849,50.0,0.0
244.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418300,1,7.025146,15.726758,50.0,0.0
247.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418400,1,17.176514,15.667676,50.0,0.0
253.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418500,1,17.394043,15.60188,50.0,0.0
250.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418600,1,10.336426,15.670362,50.0,0.0
249.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418701,1,4.136841,15.654248,50.0,0.0
252.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418800,1,17.297363,15.67439,50.0,0.0
249.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,418901,1,-2.993286,15.655591,50.0,0.0
241.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419000,1,3.097534,15.62605,50.0,0.0
235.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419102,1,17.974119,15.693189,50.0,0.0
232.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419200,1,1.01892,15.673047,50.0,0.0
229.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419300,1,20.270262,15.596509,50.0,0.0
227.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419400,1,-6.594604,15.683789,50.0,0.0
226.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419501,1,-7.343872,15.686475,50.0,0.0
225.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419601,1,1.453979,15.654248,50.0,0.0
220.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419700,1,4.197266,15.76167,50.0,0.0
214.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419800,1,-6.31665,15.660962,50.0,0.0
211.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,419900,1,2.420776,15.644849,50.0,0.0
220.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420000,1,0.740967,15.65022,50.0,0.0
228.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420100,1,22.82019,15.615308,50.0,0.0
228.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420200,1,0.293822,15.699903,50.0,0.0
219.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420300,1,4.148927,15.617993,50.0,0.0
216.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420401,1,-2.920775,15.640821,50.0,0.0
214.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420501,1,0.330079,15.71333,50.0,0.0
219.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420600,1,14.626587,15.634107,50.0,0.0
228.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420700,1,0.317993,15.608594,50.0,0.0
227.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420800,1,12.608399,15.644849,50.0,0.0
220.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,420900,1,21.104126,15.596509,50.0,0.0
215.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421000,1,1.333129,15.639478,50.0,0.0
217.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421100,1,22.179689,15.612622,50.0,0.0
219.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421200,1,2.928345,15.646192,50.0,0.0
221.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421300,1,12.499633,15.656934,50.0,0.0
222.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421400,1,8.233643,15.678418,50.0,0.0
223.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421500,1,2.469115,15.592481,50.0,0.0
223.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421600,1,-6.256225,15.673047,50.0,0.0
215.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421700,1,-7.380127,15.667676,50.0,0.0
205.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421800,1,-4.093018,15.667676,50.0,0.0
192.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,421900,1,-0.382934,15.599195,50.0,0.0
183.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422001,1,21.490845,15.593823,50.0,0.0
185.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422100,1,15.38794,15.607251,50.0,0.0
187.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422200,1,4.402709,15.617993,50.0,0.0
183.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422300,1,22.167603,15.589795,50.0,0.0
186.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422400,1,21.841307,15.60188,50.0,0.0
185.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422500,1,1.804442,15.662305,50.0,0.0
177.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422600,1,1.188111,15.654248,50.0,0.0
177.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422700,1,1.562743,15.593823,50.0,0.0
178.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422800,1,-0.34668,15.580396,50.0,0.0
180.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,422900,1,15.786743,15.593823,50.0,0.0
177.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423001,1,3.846803,15.569654,50.0,0.0
177.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423101,1,-6.473755,15.671704,50.0,0.0
181.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423201,1,18.928833,15.568311,50.0,0.0
182.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423301,1,15.448365,15.652905,50.0,0.0
184.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423400,1,17.998291,15.561597,50.0,0.0
188.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423500,1,3.399658,15.627393,50.0,0.0
199.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423601,1,17.889528,15.654248,50.0,0.0
209.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423701,1,4.632325,15.605908,50.0,0.0
219.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423800,1,5.768311,15.711987,50.0,0.0
226.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,423901,1,1.997802,15.683789,50.0,0.0
234.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424001,1,3.025024,15.792554,50.0,0.0
235.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424100,1,2.130737,15.622022,50.0,0.0
234.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424200,1,20.922852,15.631421,50.0,0.0
243.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424300,1,22.481813,15.619336,50.0,0.0
243.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424401,1,-0.08081,15.592481,50.0,0.0
242.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424500,1,3.774292,15.605908,50.0,0.0
242.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424600,1,-7.114258,15.660962,50.0,0.0
251.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424700,1,6.445069,15.72273,50.0,0.0
254.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424800,1,4.716918,15.580396,50.0,0.0
253.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,424900,1,21.200806,15.630078,50.0,0.0
248.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425000,1,2.142823,15.591138,50.0,0.0
248.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425100,1,3.713868,15.622022,50.0,0.0
246.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425200,1,4.62024,15.591138,50.0,0.0
249.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425300,1,0.523438,15.623364,50.0,0.0
249.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425400,1,21.829224,15.608594,50.0,0.0
252.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425500,1,0.426757,15.635449,50.0,0.0
263.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425600,1,2.84375,15.663648,50.0,0.0
273.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425700,1,-6.41333,15.644849,50.0,0.0
285.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425800,1,22.409302,15.579053,50.0,0.0
295.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,425900,1,14.783692,15.66499,50.0,0.0
299.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426000,1,22.155518,15.573682,50.0,0.0
298.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426100,1,4.608154,15.580396,50.0,0.0
298.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426200,1,-5.277344,15.620679,50.0,0.0
306.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426300,1,0.317993,15.579053,50.0,0.0
314.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426400,1,3.206298,15.60188,50.0,0.0
315.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426500,1,4.632325,15.575025,50.0,0.0
316.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426600,1,-5.349853,15.617993,50.0,0.0
318.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426700,1,7.496459,15.666333,50.0,0.0
320.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426800,1,15.62964,15.642163,50.0,0.0
323.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,426900,1,16.983156,15.558911,50.0,0.0
319.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427001,1,-7.368042,15.651563,50.0,0.0
317.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427101,1,4.378541,15.57771,50.0,0.0
315.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427200,1,7.798584,15.673047,50.0,0.0
309.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427301,1,19.025513,15.638135,50.0,0.0
307.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427400,1,11.073608,15.592481,50.0,0.0
314.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427500,1,3.025024,15.613965,50.0,0.0
325.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427600,1,3.580933,15.558911,50.0,0.0
335.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427701,1,4.886107,15.579053,50.0,0.0
345.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427802,1,2.396607,15.732129,50.0,0.0
352.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,427900,1,-2.485719,15.58711,50.0,0.0
360.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428000,1,20.318604,15.550855,50.0,0.0
364.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428100,1,21.998415,15.564282,50.0,0.0
365.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428200,1,18.445435,15.55354,50.0,0.0
368.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428300,1,2.880006,15.758985,50.0,0.0
367.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428400,1,14.916625,15.627393,50.0,0.0
365.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428501,1,15.653811,15.575025,50.0,0.0
363.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428601,1,19.460573,15.620679,50.0,0.0
369.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428700,1,8.608276,15.638135,50.0,0.0
386.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428801,1,-3.960083,15.595166,50.0,0.0
397.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,428900,1,18.530029,15.616651,50.0,0.0
410.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429000,1,22.699341,15.580396,50.0,0.0
421.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429100,1,-0.237916,15.569654,50.0,0.0
431.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429200,1,0.970581,15.609937,50.0,0.0
448.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429300,1,18.940916,15.542798,50.0,0.0
459.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429400,1,21.962156,15.550855,50.0,0.0
465.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429500,1,12.088745,15.624707,50.0,0.0
477.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429600,1,1.16394,15.627393,50.0,0.0
488.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429700,1,4.849854,15.682446,50.0,0.0
498.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429800,1,1.200194,15.620679,50.0,0.0
498.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,429900,1,14.747437,15.556226,50.0,0.0
491.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430000,1,0.958495,15.58711,50.0,0.0
485.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430100,1,1.103516,15.615308,50.0,0.0
479.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430200,1,2.058227,15.599195,50.0,0.0
476.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430300,1,16.270142,15.638135,50.0,0.0
473.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430400,1,9.756348,15.671704,50.0,0.0
486.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430500,1,5.224488,15.690503,50.0,0.0
498.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430600,1,18.626709,15.615308,50.0,0.0
508.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430700,1,19.762697,15.537427,50.0,0.0
512.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430800,1,2.638307,15.583081,50.0,0.0
513.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,430900,1,21.5271,15.591138,50.0,0.0
514.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431000,1,4.028077,15.580396,50.0,0.0
522.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431100,1,15.714235,15.557569,50.0,0.0
530.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431201,1,13.381836,15.609937,50.0,0.0
538.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431301,1,22.82019,15.56294,50.0,0.0
539.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431401,1,9.067505,15.627393,50.0,0.0
539.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431500,1,21.55127,15.544141,50.0,0.0
537.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431600,1,3.593018,15.533399,50.0,0.0
532.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431700,1,1.321044,15.599195,50.0,0.0
530.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431800,1,-0.15332,15.638135,50.0,0.0
533.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,431901,1,22.119265,15.552197,50.0,0.0
542.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432001,1,21.587524,15.530713,50.0,0.0
555.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432101,1,14.481568,15.579053,50.0,0.0
557.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432201,1,1.260619,15.631421,50.0,0.0
551.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432300,1,4.5719,15.550855,50.0,0.0
541.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432400,1,-0.902588,15.568311,50.0,0.0
532.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432500,1,-0.358765,15.627393,50.0,0.0
531.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432601,1,-6.099122,15.591138,50.0,0.0
530.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432700,1,3.472168,15.572339,50.0,0.0
532.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432800,1,21.152468,15.507886,50.0,0.0
534.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,432900,1,4.898193,15.628736,50.0,0.0
531.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433000,1,4.366455,15.532056,50.0,0.0
524.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433100,1,21.865479,15.56294,50.0,0.0
514.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433200,1,1.067262,15.588452,50.0,0.0
515.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433300,1,7.423949,15.628736,50.0,0.0
519.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433400,1,2.481201,15.642163,50.0,0.0
520.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433500,1,3.327148,15.697217,50.0,0.0
529.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433600,1,0.16089,15.541455,50.0,0.0
537.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433700,1,1.707764,15.745557,50.0,0.0
545.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433800,1,-1.289306,15.542798,50.0,0.0
545.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,433900,1,2.904174,15.7375,50.0,0.0
541.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434000,1,3.363404,15.579053,50.0,0.0
543.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434100,1,2.952514,15.569654,50.0,0.0
540.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434201,1,-1.011353,15.619336,50.0,0.0
541.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434300,1,-7.090088,15.611279,50.0,0.0
555.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434400,1,-6.41333,15.608594,50.0,0.0
564.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434500,1,10.904419,15.572339,50.0,0.0
570.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434600,1,10.312257,15.620679,50.0,0.0
573.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434700,1,20.463623,15.513257,50.0,0.0
582.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434800,1,-4.177613,15.565625,50.0,0.0
597.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,434900,1,0.16089,15.588452,50.0,0.0
606.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435000,1,3.025024,15.716016,50.0,0.0
612.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435102,1,2.98877,15.560254,50.0,0.0
617.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435201,1,4.475219,15.548169,50.0,0.0
617.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435300,1,6.167114,15.627393,50.0,0.0
617.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435400,1,14.602418,15.550855,50.0,0.0
625.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435500,1,1.611085,15.600537,50.0,0.0
628.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435600,1,6.179199,15.640821,50.0,0.0
634.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435700,1,8.136964,15.663648,50.0,0.0
634.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435800,1,20.789919,15.585767,50.0,0.0
632.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,435900,1,4.656494,15.511914,50.0,0.0
633.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436000,1,1.16394,15.608594,50.0,0.0
632.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436100,1,3.931396,15.733472,50.0,0.0
627.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436200,1,-0.721314,15.534741,50.0,0.0
620.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436300,1,1.599,15.570996,50.0,0.0
615.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436400,1,2.299926,15.556226,40.0,0.0
586.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436500,1,-0.274169,15.523999,40.0,0.0
544.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436600,1,18.904663,15.57771,40.0,0.0
505.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436700,1,22.26428,15.534741,40.0,0.0
465.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436800,1,15.726318,15.600537,40.0,0.0
425.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,436900,1,16.63269,15.592481,40.0,0.0
376.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437001,1,3.979735,15.549512,40.0,0.0
330.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437100,1,2.698731,15.528028,40.0,0.0
293.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437200,1,2.263672,15.565625,40.0,0.0
260.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437300,1,2.118652,15.525342,40.0,0.0
233.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437401,1,17.236938,15.583081,40.0,0.0
208.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437500,1,21.007446,15.556226,40.0,0.0
189.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437600,1,-6.642945,15.694531,40.0,0.0
170.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437700,1,2.831664,15.620679,40.0,0.0
150.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437800,1,19.678101,15.583081,40.0,0.0
129.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,437900,1,-5.313599,15.603223,40.0,0.0
100.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438000,1,0.849731,15.528028,40.0,0.0
61.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438100,1,13.442261,15.554883,40.0,0.0
22.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438200,1,18.687134,15.513257,40.0,0.0
-12.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438300,1,-7.150513,15.595166,40.0,0.0
-45.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438400,1,-5.132325,15.612622,40.0,0.0
-64.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438500,1,3.157959,15.501172,40.0,0.0
-88.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438600,1,13.587279,15.552197,40.0,0.0
-114.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438700,1,-7.138428,15.595166,40.0,0.0
-141.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438800,1,3.097534,15.5146,40.0,0.0
-162.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,438900,1,0.728881,15.576367,40.0,0.0
-185.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,439000,1,-6.715454,15.57771,40.0,0.0
-204.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,439101,1,1.659424,15.558911,40.0,0.0
-220.0,0.001026,0.0,10.259382,0.0003,0.0001,0.0,439200,1,-4.673095,15.570996,40.0,0.0
