
0.096590;0.000000;-0.096590;-0.015141;0.087900;53739;
0.150567;0.000000;-0.150567;-0.018905;0.087937;53760;
0.315163;0.000000;-0.315163;-0.026784;0.087853;53781;
0.267123;0.000000;-0.267123;-0.033462;0.087931;53802;
0.052600;0.000000;-0.052600;-0.034777;0.088045;53823;
-0.130569;0.000000;0.130569;-0.031513;0.088091;53844;
-0.207301;0.000000;0.207301;-0.026330;0.088083;53865;
-0.159576;0.000000;0.159576;-0.022341;0.088031;53886;
0.224034;0.000000;-0.224034;-0.035086;0.087927;53949;
0.090863;0.000000;-0.090863;-0.037358;0.088009;53970;
-0.128577;0.000000;0.128577;-0.034143;0.088101;53991;
-0.244200;0.000000;0.244200;-0.028038;0.088105;54012;
-0.258456;0.000000;0.258456;-0.021577;0.088080;54033;
-0.090694;0.000000;0.090694;-0.019310;0.087975;54054;
-0.005521;0.000000;0.005521;-0.019172;0.087974;54075;
0.106270;0.000000;-0.106270;-0.021828;0.087932;54096;
0.114464;0.000000;-0.114464;-0.024690;0.087961;54117;
0.025324;0.000000;-0.025324;-0.025323;0.088017;54138;
-0.083412;0.000000;0.083412;-0.023238;0.088055;54159;
-0.125059;0.000000;0.125059;-0.020111;0.088048;54180;
-0.175814;0.000000;0.175814;-0.015716;0.088066;54201;
-0.094989;0.000000;0.094989;-0.013341;0.088003;54222;
0.032506;0.000000;-0.032506;-0.014154;0.087951;54243;
0.055630;0.000000;-0.055630;-0.015545;0.087975;54264;
0.074260;0.000000;-0.074260;-0.017401;0.087970;54285;
0.073021;0.000000;-0.073021;-0.019227;0.087977;54306;
-0.044863;0.000000;0.044863;-0.018105;0.088047;54327;
-0.083829;0.000000;0.083829;-0.016009;0.088035;54348;
-0.140997;0.000000;0.140997;-0.012484;0.088058;54369;
-0.216029;0.000000;0.216029;-0.007084;0.088087;54390;
-0.281673;0.000000;0.281673;-0.000042;0.088104;54411;
-0.260003;0.000000;0.260003;0.006458;0.088072;54432;
0.017811;0.000000;-0.017811;0.006013;0.087912;54453;
0.271737;0.000000;-0.271737;-0.000780;0.087842;54475;
0.281928;0.000000;-0.281928;-0.007829;0.087912;54497;
0.197647;0.000000;-0.197647;-0.012770;0.087965;54518;
-0.064605;0.000000;0.064605;-0.011155;0.088097;54539;
-0.344934;0.000000;0.344934;-0.002531;0.088187;54560;
-0.365900;0.000000;0.365900;0.006616;0.088117;54581;
-0.256600;0.000000;0.256600;0.013031;0.088045;54602;
-0.083075;0.000000;0.083075;0.015108;0.087974;54624;
0.187645;0.000000;-0.187645;0.010417;0.087864;54646;
0.265707;0.000000;-0.265707;0.003774;0.087897;54668;
0.227585;0.000000;-0.227585;-0.001915;0.087943;54690;
0.003017;0.000000;-0.003017;-0.001991;0.088066;54712;
-0.213147;0.000000;0.213147;0.003338;0.088129;54733;
-0.303489;0.000000;0.303489;0.010925;0.088119;54754;
-0.358213;0.000000;0.358213;0.019880;0.088126;54776;
-0.342120;0.000000;0.342120;0.028433;0.088101;54798;
0.073183;0.000000;-0.073183;0.026604;0.087856;54820;
0.388822;0.000000;-0.388822;0.016883;0.087790;54842;
0.699181;0.000000;-0.699181;-0.000596;0.087697;54864;
0.805636;0.000000;-0.805636;-0.020737;0.087724;54886;
0.457076;0.000000;-0.457076;-0.032164;0.087964;54907;
-0.117895;0.000000;0.117895;-0.029217;0.088205;54928;
-0.656159;0.000000;0.656159;-0.012813;0.088357;54949;
-1.001902;0.000000;1.001902;0.012235;0.088406;54970;
-1.048302;0.000000;1.048302;0.038442;0.088332;54991;
-0.781076;0.000000;0.781076;0.040000;0.088158;55013;
-0.247949;0.000000;0.247949;0.040000;0.087918;55035;
0.340997;0.000000;-0.340997;0.031475;0.087724;55057;
0.664467;0.000000;-0.664467;0.014863;0.087705;55079;
0.381575;0.000000;-0.381575;0.005324;0.087971;55101;
-0.129114;0.000000;0.129114;0.008552;0.088193;55123;
-0.685908;0.000000;0.685908;0.025700;0.088375;55145;
-1.018636;0.000000;1.018636;0.040000;0.088409;55167;
-0.838608;0.000000;0.838608;0.040000;0.088202;55189;
-0.385779;0.000000;0.385779;0.040000;0.087984;55211;
-0.008084;0.000000;0.008084;0.040000;0.087893;55233;
0.593109;0.000000;-0.593109;0.025172;0.087644;55255;
0.825811;0.000000;-0.825811;0.004527;0.087683;55277;
0.448894;0.000000;-0.448894;-0.006695;0.087978;55299;
-0.173278;0.000000;0.173278;-0.002363;0.088238;55321;
-0.683407;0.000000;0.683407;0.014722;0.088360;55342;
-0.876604;0.000000;0.876604;0.036637;0.088325;55363;
-0.457933;0.000000;0.457933;0.040000;0.088016;55385;
0.051006;0.000000;-0.051006;0.038725;0.087836;55407;
0.272630;0.000000;-0.272630;0.031909;0.087855;55429;
0.434604;0.000000;-0.434604;0.021044;0.087823;55451;
0.232746;0.000000;-0.232746;0.015225;0.087992;55473;
-0.212830;0.000000;0.212830;0.020546;0.088200;55495;
-0.596280;0.000000;0.596280;0.035453;0.088297;55517;
-0.585407;0.000000;0.585407;0.040000;0.088176;55539;
-0.118354;0.000000;0.118354;0.040000;0.087899;55561;
0.296707;0.000000;-0.296707;0.032582;0.087790;55583;
0.518460;0.000000;-0.518460;0.019621;0.087780;55605;
0.482595;0.000000;-0.482595;0.007556;0.087867;55627;
0.146460;0.000000;-0.146460;0.003894;0.088057;55649;
-0.319960;0.000000;0.319960;0.011893;0.088237;55671;
-0.562790;0.000000;0.562790;0.025963;0.088244;55693;
-0.422038;0.000000;0.422038;0.036514;0.088088;55715;
0.000885;0.000000;-0.000885;0.036492;0.087877;55737;
0.344248;0.000000;-0.344248;0.027886;0.087797;55759;
0.467077;0.000000;-0.467077;0.016209;0.087825;55781;
0.102574;0.000000;-0.102574;0.013645;0.088080;55803;
-0.079319;0.000000;0.079319;0.015628;0.088080;55825;
-0.431336;0.000000;0.431336;0.026411;0.088238;55847;
-0.660595;0.000000;0.660595;0.040000;0.088271;55869;
-0.441897;0.000000;0.441897;0.040000;0.088071;55891;
0.122527;0.000000;-0.122527;0.036937;0.087798;55913;
0.533765;0.000000;-0.533765;0.023593;0.087719;55935;
0.546337;0.000000;-0.546337;0.009934;0.087833;55957;
0.209658;0.000000;-0.209658;0.004693;0.088039;55979;
-0.292224;0.000000;0.292224;0.011998;0.088239;56001;
-0.660470;0.000000;0.660470;0.028510;0.088311;56023;
-0.691827;0.000000;0.691827;0.040000;0.088221;56045;
-0.381340;0.000000;0.381340;0.040000;0.088025;56067;
0.164403;0.000000;-0.164403;0.035890;0.087791;56089;
0.522164;0.000000;-0.522164;0.022836;0.087738;56111;
0.446061;0.000000;-0.446061;0.011684;0.087890;56133;
0.204034;0.000000;-0.204034;0.006583;0.088012;56155;
-0.275856;0.000000;0.275856;0.013480;0.088228;56177;
-0.456892;0.000000;0.456892;0.024902;0.088194;56199;
-0.596845;0.000000;0.596845;0.039823;0.088225;56221;
-0.398226;0.000000;0.398226;0.040000;0.088064;56243;
0.139279;0.000000;-0.139279;0.036518;0.087801;56265;
0.433813;0.000000;-0.433813;0.025673;0.087784;56287;
0.439333;0.000000;-0.439333;0.014689;0.087868;56309;
0.059625;0.000000;-0.059625;0.013199;0.088097;56331;
-0.290680;0.000000;0.290680;0.020466;0.088194;56353;
-0.405510;0.000000;0.405510;0.030603;0.088159;56375;
-0.521068;0.000000;0.521068;0.040000;0.088195;56397;
-0.211070;0.000000;0.211070;0.040000;0.087974;56419;
0.185961;0.000000;-0.185961;0.035351;0.087829;56441;
0.409290;0.000000;-0.409290;0.025119;0.087813;56463;
0.335695;0.000000;-0.335695;0.016726;0.087923;56485;
0.067734;0.000000;-0.067734;0.015033;0.088062;56507;
-0.286118;0.000000;0.286118;0.022186;0.088194;56529;
-0.414848;0.000000;0.414848;0.032557;0.088166;56551;
-0.373636;0.000000;0.373636;0.040000;0.088104;56573;
-0.190639;0.000000;0.190639;0.040000;0.088006;56595;
0.146672;0.000000;-0.146672;0.036333;0.087858;56617;
0.332503;0.000000;-0.332503;0.028021;0.087847;56639;
0.288595;0.000000;-0.288595;0.020806;0.087929;56661;
-0.029071;0.000000;0.029071;0.021533;0.088106;56683;
-0.227290;0.000000;0.227290;0.027215;0.088130;56705;
-0.362226;0.000000;0.362226;0.036270;0.088153;56727;
-0.199846;0.000000;0.199846;0.040000;0.088015;56749;
-0.103009;0.000000;0.103009;0.040000;0.088006;56771;
0.102214;0.000000;-0.102214;0.037445;0.087912;56793;
0.182495;0.000000;-0.182495;0.032882;0.087924;56815;
0.075310;0.000000;-0.075310;0.031000;0.088013;56837;
-0.059201;0.000000;0.059201;0.032480;0.088061;56859;
-0.166113;0.000000;0.166113;0.036632;0.088086;56881;
-0.144220;0.000000;0.144220;0.040000;0.088041;56903;
-0.081124;0.000000;0.081124;0.040000;0.088009;56925;
-0.014382;0.000000;0.014382;0.040000;0.087988;56947;
0.004838;0.000000;-0.004838;0.039879;0.087997;56969;
-0.012903;0.000000;0.012903;0.040000;0.088013;56991;
-0.026789;0.000000;0.026789;0.040000;0.088016;57013;
0.000556;0.000000;-0.000556;0.039986;0.087996;57035;
-0.042656;0.000000;0.042656;0.040000;0.088030;57057;
-0.051338;0.000000;0.051338;0.040000;0.088022;57079;
-0.052315;0.000000;0.052315;0.040000;0.088020;57101;
0.009635;0.000000;-0.009635;0.039759;0.087982;57123;
0.007226;0.000000;-0.007226;0.039578;0.088003;57145;
0.035315;0.000000;-0.035315;0.038696;0.087985;57167;
0.004240;0.000000;-0.004240;0.038590;0.088012;57189;
0.006291;0.000000;-0.006291;0.038432;0.088001;57211;
-0.000368;0.000000;0.000368;0.038442;0.088006;57233;
-0.050988;0.000000;0.050988;0.039716;0.088034;57255;
-0.048212;0.000000;0.048212;0.040000;0.088018;57277;
-0.054463;0.000000;0.054463;0.040000;0.088022;57299;
-0.022823;0.000000;0.022823;0.040000;0.088001;57321;
0.037943;0.000000;-0.037943;0.039051;0.087974;57343;
0.173687;0.000000;-0.173687;0.034709;0.087911;57365;
0.177140;0.000000;-0.177140;0.030281;0.087949;57387;
0.064485;0.000000;-0.064485;0.028669;0.088017;57409;
0.005023;0.000000;-0.005023;0.028543;0.088019;57431;
-0.079206;0.000000;0.079206;0.030523;0.088052;57453;
-0.091428;0.000000;0.091428;0.032809;0.088034;57475;
-0.043616;0.000000;0.043616;0.033899;0.088002;57497;
0.041872;0.000000;-0.041872;0.032852;0.087965;57519;
0.062616;0.000000;-0.062616;0.031287;0.087978;57541;
0.046940;0.000000;-0.046940;0.030114;0.087994;57563;
0.061560;0.000000;-0.061560;0.028575;0.087980;57585;
0.050253;0.000000;-0.050253;0.027318;0.087991;57607;
-0.026420;0.000000;0.026420;0.027979;0.088034;57629;
-0.046112;0.000000;0.046112;0.029132;0.088023;57651;
-0.003334;0.000000;0.003334;0.029215;0.087991;57673;
-0.009688;0.000000;0.009688;0.029457;0.088008;57695;
0.002363;0.000000;-0.002363;0.029398;0.087999;57717;
0.016954;0.000000;-0.016954;0.028974;0.087993;57739;
0.013443;0.000000;-0.013443;0.028638;0.088000;57761;
0.034905;0.000000;-0.034905;0.027765;0.087986;57783;
0.019634;0.000000;-0.019634;0.027275;0.088001;57805;
-0.020206;0.000000;0.020206;0.027780;0.088021;57827;
0.035509;0.000000;-0.035509;0.026892;0.087975;57849;
0.026632;0.000000;-0.026632;0.026226;0.087997;57871;
0.081387;0.000000;-0.081387;0.024192;0.087962;57893;
0.045780;0.000000;-0.045780;0.023047;0.087999;57915;
0.060908;0.000000;-0.060908;0.021524;0.087979;57937;
0.077229;0.000000;-0.077229;0.019594;0.087974;57959;
0.070785;0.000000;-0.070785;0.017824;0.087982;57981;
0.012473;0.000000;-0.012473;0.017512;0.088016;58003;
-0.035953;0.000000;0.035953;0.018411;0.088027;58025;
-0.039755;0.000000;0.039755;0.019405;0.088015;58047;
-0.029816;0.000000;0.029816;0.020150;0.088008;58069;
-0.044115;0.000000;0.044115;0.021253;0.088020;58091;
0.002529;0.000000;-0.002529;0.021190;0.087987;58113;
0.013141;0.000000;-0.013141;0.020861;0.087995;58135;
0.046454;0.000000;-0.046454;0.019700;0.087978;58157;
0.010506;0.000000;-0.010506;0.019437;0.088010;58179;
-0.009716;0.000000;0.009716;0.019680;0.088011;58201;
-0.021090;0.000000;0.021090;0.020208;0.088012;58223;
-0.047068;0.000000;0.047068;0.021384;0.088024;58245;
-0.049913;0.000000;0.049913;0.022632;0.088018;58267;
-0.047607;0.000000;0.047607;0.023822;0.088016;58289;
-0.007248;0.000000;0.007248;0.024003;0.087992;58311;
0.038892;0.000000;-0.038892;0.023031;0.087977;58333;
0.084377;0.000000;-0.084377;0.020922;0.087963;58355;
0.086524;0.000000;-0.086524;0.018759;0.087975;58377;
0.049268;0.000000;-0.049268;0.017527;0.087998;58399;
-0.030880;0.000000;0.030880;0.018299;0.088035;58421;
-0.099401;0.000000;0.099401;0.020784;0.088052;58443;
-0.083257;0.000000;0.083257;0.022865;0.088022;58465;
